date,positive_rate
2012-04-09,1.0606199999999983
2012-04-16,2.89658
2012-04-23,-2.296069999999997
2012-04-30,0.15363999999999867
2012-05-07,-0.009550000000000614
2012-05-14,-1.582749999999999
2012-05-21,-1.995004000000001
2012-05-28,-0.11741699999999888
2012-06-04,-1.047723
2012-06-11,0.22042100000000037
2012-06-18,-3.038271000000001
2012-06-25,-0.023206000000000337
2012-07-02,-2.0971379999999993
2012-07-09,-0.4061320000000004
2012-07-16,-0.9808969999999999
2012-07-23,1.820903
2012-07-30,3.895136
2012-08-06,-2.08182
2012-08-13,-0.9793319999999995
2012-08-20,-2.474507
2012-08-27,-0.9006140000000002
2012-09-03,0.14215499999999992
2012-09-10,-1.099151
2012-09-17,0.9580750000000001
2012-09-24,0.1105419999999997
2012-10-01,0.3638300000000001
2012-10-08,0.5993510000000001
2012-10-15,1.6385409999999996
2012-10-22,0.391848
2012-10-29,1.5196250000000007
2012-11-05,1.720714999999999
2012-11-12,3.775101000000001
2012-11-19,4.191788999999999
2012-11-26,4.24862
2012-12-03,6.070200000000002
2012-12-10,2.986319999999999
2012-12-17,3.7308700000000004
2012-12-24,0.9187600000000016
2012-12-31,-2.4660300000000013
2013-01-07,-2.274560000000002
2013-01-14,-5.22887
2013-01-21,-3.1021199999999993
2013-01-28,-5.831580000000001
2013-02-04,-5.527399999999998
2013-02-11,-4.075200000000001
2013-02-18,-5.001000000000001
2013-02-25,-6.1325
2013-03-04,-5.176299999999998
2013-03-11,-3.5340999999999987
2013-03-18,2.188699999999997
2013-03-25,4.509200000000002
2013-04-01,-1.0375000000000014
2013-04-08,-1.4788999999999977
2013-04-15,-2.2617399999999996
2013-04-22,2.2880299999999965
2013-04-29,0.19311000000000167
2013-05-06,-0.35665999999999976
2013-05-13,0.889899999999999
2013-05-20,2.081810000000001
2013-05-27,0.09109999999999907
2013-06-03,0.9638800000000001
2013-06-10,-0.3070000000000004
2013-06-17,3.274720000000001
2013-06-24,-0.7421199999999999
2013-07-01,2.0424399999999996
2013-07-08,0.6521500000000002
2013-07-15,0.10017999999999994
2013-07-22,-1.47945
2013-07-29,-3.8039300000000003
2013-08-05,1.58088
2013-08-12,0.4743699999999995
2013-08-19,2.10583
2013-08-26,2.8665300000000005
2013-09-02,-0.4339400000000002
2013-09-09,0.5625100000000001
2013-09-16,-1.0569300000000004
2013-09-23,0.3960200000000005
2013-09-30,-0.3392200000000001
2013-10-07,-0.14598000000000022
2013-10-14,-2.6368099999999997
2013-10-21,-0.4032800000000001
2013-10-28,-0.19783000000000062
2013-11-04,-0.7758199999999986
2013-11-11,-2.1712000000000016
2013-11-18,-3.101679999999998
2013-11-25,-1.0302699999999998
2013-12-02,-1.9981000000000027
2013-12-09,0.48130000000000095
2013-12-16,2.5854999999999997
2013-12-23,2.429299999999998
2013-12-30,0.6814000000000036
2014-01-06,-0.3791000000000011
2014-01-13,2.7316000000000003
2014-01-20,-1.5032999999999994
2014-01-27,-0.7948999999999984
2014-02-03,2.397699999999997
2014-02-10,-0.8047000000000004
2014-02-17,-1.9195999999999973
2014-02-24,-0.4511000000000003
2014-03-03,-0.23310000000000208
2014-03-10,1.2140000000000004
2014-03-17,2.488200000000001
2014-03-24,2.245000000000001
2014-03-31,1.7108999999999988
2014-04-07,3.5548
2014-04-14,0.8308400000000002
2014-04-21,0.4049699999999996
2014-04-28,0.6945900000000007
2014-05-05,-0.49254
2014-05-12,0.3335999999999988
2014-05-19,-1.853439999999999
2014-05-26,0.6302900000000005
2014-06-02,-1.325790000000001
2014-06-09,-0.18888999999999978
2014-06-16,-1.28451
2014-06-23,-0.05074999999999985
2014-06-30,-0.06420000000000003
2014-07-07,-0.5327800000000003
2014-07-14,-0.39537999999999984
2014-07-21,-0.03469999999999995
2014-07-28,-0.6563899999999996
2014-08-04,-0.31666000000000016
2014-08-11,0.8148399999999998
2014-08-18,0.30335
2014-08-25,-1.6193600000000004
2014-09-01,-0.21647999999999934
2014-09-08,-0.041260000000000296
2014-09-15,0.7471800000000002
2014-09-22,-0.4565400000000004
2014-09-29,-0.08465999999999996
2014-10-06,0.7555200000000002
2014-10-13,1.7549500000000005
2014-10-20,-0.5455900000000002
2014-10-27,0.4213199999999997
2014-11-03,1.5234800000000002
2014-11-10,-0.09536000000000033
2014-11-17,2.6240799999999993
2014-11-24,1.7857700000000012
2014-12-01,-1.3024000000000004
2014-12-08,1.0381
2014-12-15,-4.554399999999998
2014-12-22,-1.3034999999999997
2014-12-29,-4.800073336830799
2015-01-05,0.0070733368307998035
2015-01-12,-0.015800000000002257
2015-01-19,0.6266999999999996
2015-01-26,1.3518000000000008
2015-02-02,-2.0645000000000007
2015-02-09,0.9795999999999996
2015-02-16,1.6256000000000004
2015-02-23,2.1959999999999997
2015-03-02,0.610100000000001
2015-03-09,-0.9562000000000008
2015-03-16,-2.229800000000001
2015-03-23,-1.0046
2015-03-30,-2.2227299999999985
2015-04-06,-2.027610000000001
2015-04-13,-0.6648900000000006
2015-04-20,-0.1724899999999998
2015-04-27,0.11536999999999953
2015-05-04,0.46201000000000025
2015-05-11,0.0974800000000009
2015-05-18,1.2010699999999996
2015-05-25,-0.6135700000000006
2015-06-01,1.549020000000001
2015-06-08,-0.0541100000000001
2015-06-15,0.9192499999999995
2015-06-22,1.0949
2015-06-29,-0.5344199999999999
2015-07-06,-0.1548999999999996
2015-07-13,1.0200999999999998
2015-07-20,0.06210999999999989
2015-07-27,0.5168599999999999
2015-08-03,0.38887000000000005
2015-08-10,-0.21924999999999972
2015-08-17,0.09351999999999983
