date,positive_rate
2011-04-04,4.83754896271468
2011-04-11,5.00789840876734
2011-04-18,4.4545456504685
2011-04-25,4.73350222096458
2011-05-02,3.42879439611495
2011-05-09,3.78563897977427
2011-05-16,2.48930120817351
2011-05-23,3.17733124902802
2011-05-30,2.91674032803367
2011-06-06,3.05130747908745
2011-06-13,2.56393442622951
2011-06-20,3.5933361975659
2011-06-27,4.04046838407494
2011-07-04,4.19778714073495
2011-07-11,4.48063508876966
2011-07-18,7.14111551356294
2011-07-25,3.03809523809524
2011-08-01,3.4414844128102
2011-08-08,3.39248259626642
2011-08-15,2.96379821958457
2011-08-22,2.67343322833799
2011-08-29,4.8790553506084
2011-09-05,6.24376731301939
2011-09-12,2.80467344044719
2011-09-19,3.40305691094446
2011-09-26,2.46226367309551
2011-10-03,2.86957147790119
2011-10-10,1.12147185567575
2011-10-17,0.916304857098235
2011-10-24,1.95954363178003
2011-10-31,2.55301898739838
2011-11-07,1.56942232269277
2011-11-14,2.48577352073425
2011-11-21,2.1620586376913
2011-11-28,2.85796034009603
2011-12-05,3.61935507823374
2011-12-12,3.99924228826837
2011-12-19,6.80040757550211
2011-12-26,10.6179525451134
2012-01-02,16.5314400857426
2012-01-09,14.9592065520008
2012-01-16,17.1294673223465
2012-01-23,18.3539279739156
2012-01-30,20.7552946561064
2012-02-06,26.5042481763968
2012-02-13,29.9160331289414
2012-02-20,33.189444659575
2012-02-27,31.1073203658031
2012-03-05,29.9124428500647
2012-03-12,27.0409641262245
2012-03-19,23.4709652679618
2012-03-26,20.3064272489165
2012-04-02,17.5331235273749
2012-04-09,12.9696278547272
2012-04-16,12.3827910024671
2012-04-23,8.944965132523
2012-04-30,7.80503765857552
2012-05-07,5.46917760338819
2012-05-14,2.49658043250311
2012-05-21,2.77048962582087
2012-05-28,3.01433882461479
2012-06-04,2.69508804517956
2012-06-11,2.19509013022381
2012-06-18,1.94696490612606
2012-06-25,1.16506076499936
2012-07-02,3.01545413647457
2012-07-09,4.69617462069447
2012-07-16,4.46155062959708
2012-07-23,5.24270994805648
2012-07-30,5.52394197165694
2012-08-06,10.8336462943918
2012-08-13,10.0435511654306
2012-08-20,12.5837700781878
2012-08-27,9.19042015080531
2012-09-03,9.96533773960911
2012-09-10,10.5919957627892
2012-09-17,10.1042450930642
2012-09-24,9.48612894493167
2012-10-01,4.78677390432034
2012-10-08,2.07286650866886
2012-10-15,2.58751605651546
2012-10-22,3.25294018185317
2012-10-29,3.81657150187855
2012-11-05,3.21986999755667
2012-11-12,4.4218073635861
2012-11-19,7.35230033835738
2012-11-26,9.38088145630656
2012-12-03,13.5751597303324
2012-12-10,18.3380618149225
2012-12-17,21.1870424304021
2012-12-24,22.4670919649378
2012-12-31,27.4938706330442
2013-01-07,28.0266581022381
2013-01-14,27.8749754197979
2013-01-21,24.7778508524365
2013-01-28,20.301869295119
2013-02-04,17.1004266404515
2013-02-11,14.1898838023258
2013-02-18,9.79010599989728
2013-02-25,9.37622025093621
2013-03-04,8.23046411716059
2013-03-11,8.54948457651278
2013-03-18,6.69630801788276
2013-03-25,4.77949326547928
2013-04-01,4.72618275754503
2013-04-08,2.67493605265708
2013-04-15,2.96916726328318
2013-04-22,2.76255698985637
2013-04-29,1.89918199623606
2013-05-06,2.03571674971191
2013-05-13,1.17466857552345
2013-05-20,0.834994971777133
2013-05-27,1.24461544195833
2013-06-03,2.04380559453841
2013-06-10,1.47
2013-06-17,1.33723189800774
2013-06-24,1.95494027753381
2013-07-01,0.646527777777778
2013-07-08,2.78
2013-07-15,0.954132841328413
2013-07-22,1.17264054330836
2013-07-29,0.0
2013-08-05,0.5
2013-08-12,0.6
2013-08-19,1.32711849538114
2013-08-26,1.36
2013-09-02,0.669347659247889
2013-09-09,0.552456140350877
2013-09-16,0.979789918685159
2013-09-23,1.30746887966805
2013-09-30,0.586554228156477
2013-10-07,0.674371207802493
2013-10-14,0.799526066229765
2013-10-21,0.889183509114889
2013-10-28,1.20742980110202
2013-11-04,1.58974169510054
2013-11-11,2.43135773933971
2013-11-18,3.30358868570891
2013-11-25,5.16362596587791
2013-12-02,6.50508439907885
2013-12-09,11.8044846868248
2013-12-16,17.6932772987355
2013-12-23,25.2432391780926
2013-12-30,31.0777623403379
2014-01-06,32.6537878847793
2014-01-13,34.3903654105558
2014-01-20,31.0338081100457
2014-01-27,27.9719286506732
2014-02-03,26.1459077681638
2014-02-10,19.6967043190155
2014-02-17,15.4825157578819
2014-02-24,15.9054990558769
2014-03-03,14.4646765731478
2014-03-10,15.9545433416412
2014-03-17,13.6656779160561
2014-03-24,9.9810685238686
2014-03-31,9.74810374727218
2014-04-07,9.46688152580892
2014-04-14,8.07508523868044
2014-04-21,5.79049102120216
2014-04-28,5.91371191501394
2014-05-05,4.42004117203232
2014-05-12,3.96287700712421
2014-05-19,3.38878700573172
2014-05-26,2.11316040163511
2014-06-02,1.83862058113097
2014-06-09,1.71562823291485
2014-06-16,1.07344881943657
2014-06-23,3.12034145191049
2014-06-30,2.39855535901691
2014-07-07,3.28948891031823
2014-07-14,3.21280426453898
2014-07-21,4.95030502458519
2014-07-28,3.75525590856628
2014-08-04,3.61561628267569
2014-08-11,4.95844350664307
2014-08-18,4.29848162124441
2014-08-25,3.88309371587475
2014-09-01,3.43158427801051
2014-09-08,5.95087677011252
2014-09-15,5.18808977403917
2014-09-22,4.07951693365333
2014-09-29,4.53493060121854
2014-10-06,3.5805850585028
2014-10-13,2.67976321153272
2014-10-20,2.87097155028241
2014-10-27,4.38487916270829
